"ID"	"Surname"	"Given"	"IntlWW40"	"IntlWW50"	"IntlWW60"
"ICUS0802"	"Inglis"	"Brian"	NA	NA	NA
"ICUS0803"	"Ingram"	"David John Edward"	NA	NA	"B1927-04-06"
"ICUS0804"	"Inkler"	"Valeria"	NA	NA	NA
"ICUS0805"	"Inoue"	"Tadashi"	NA	NA	NA
"ICUS0806"	"Irvine"	"Reed J."	NA	NA	NA
"ICUS0807"	"Isaac"	"Ephraim"	NA	NA	NA
"ICUS0808"	"Ishikawa"	"Mitsuo"	NA	NA	NA
"ICUS0809"	"Ishumi"	"Abel G. M."	NA	NA	NA
"ICUS0810"	"Islam"	"Azizun Nahar"	NA	NA	NA
"ICUS0811"	"Islam"	"Nurul"	NA	"B1929-04-01"	"B1929-04-01"
"ICUS0812"	"Itani"	"Junichiro"	NA	NA	NA
"ICUS0813"	"Ito"	"Shuntaro"	NA	NA	NA
"ICUS0814"	"Jaber"	"Kamel Abu"	NA	NA	NA
"ICUS0815"	"Jacchia"	"Enrico"	NA	NA	NA
"ICUS0816"	"Jackson"	"Ray Weldon"	NA	NA	NA
"ICUS0817"	"Jackson"	"Wes"	NA	NA	NA
"ICUS0818"	"Jaffe"	"Russell M."	NA	NA	NA
"ICUS0819"	"Jaguaribe"	"Hélio"	NA	NA	NA
"ICUS0820"	"Jaki"	"Stanley Ladislas"	NA	NA	"B1924-08-17"
"ICUS0821"	"Jamali"	"Mohammed Fadhel"	NA	NA	NA
"ICUS0822"	"James"	"Abraham L."	NA	NA	NA
"ICUS0823"	"James"	"Gene G."	NA	NA	NA
"ICUS0824"	"Jammer"	"Max"	NA	NA	NA
"ICUS0825"	"Jantsch"	"Erich"	NA	NA	NA
"ICUS0826"	"Jarvie"	"Ian Charles"	NA	NA	NA
"ICUS0827"	"Jastrow"	"Robert"	"B1925-09-07"	"B1925-09-07"	"B1925-09-07"
"ICUS0828"	"Jerison"	"Harry Jacob"	NA	NA	NA
"ICUS0829"	"Jerome"	"Norge Winifred"	NA	NA	NA
"ICUS0830"	"Jeuken"	"Marie"	NA	NA	NA
"ICUS0831"	"Ji"	"Chang-juan"	NA	NA	NA
"ICUS0832"	"Jiang"	"Binglun"	NA	NA	NA
"ICUS0833"	"Jimenez"	"Maria Carmen C."	NA	NA	NA
"ICUS0834"	"Jin"	"Daxun"	NA	NA	NA
"ICUS0835"	"Jin"	"Sung Bae"	NA	NA	NA
"ICUS0836"	"Johnson"	"Bruce Connor"	NA	NA	NA
"ICUS0837"	"Johnson"	"Craig"	NA	NA	NA
"ICUS0838"	"Johnson"	"Fred M."	NA	NA	NA
"ICUS0839"	"Johnson"	"J. Prescott"	NA	NA	NA
"ICUS0840"	"Johnson"	"Lemuel A."	NA	NA	NA
"ICUS0841"	"Johnson"	"Milton G."	NA	NA	NA
"ICUS0842"	"Johnson-Lans"	"Shirley B."	NA	NA	NA
"ICUS0843"	"Johnson-Marshall"	"Percy Edwin Alan"	NA	NA	NA
"ICUS0844"	"Jonas"	"Paul"	NA	NA	NA
"ICUS0845"	"Jones"	"Donald Gene"	NA	NA	NA
"ICUS0846"	"Jones"	"Hardin Blair"	NA	NA	NA
"ICUS0847"	"Jones"	"Major J."	NA	NA	NA
"ICUS0848"	"Jones"	"Reginald Victor"	"B1911-09-29"	"B1911-09-29"	"B1911-09-29"
"ICUS0849"	"Jones"	"Thomas E."	NA	NA	NA
"ICUS0850"	"Jones"	"William Ronald"	NA	NA	NA
"ICUS0851"	"Jordens"	"Joseph Teresa Florent"	NA	NA	NA
"ICUS0852"	"Josephson"	"Brian David"	"B1904-01-04"	"B1940-01-04"	"B1940-01-04"
"ICUS0853"	"Jovanovich"	"Jovan V."	NA	NA	NA
"ICUS0854"	"Jumsai"	"Sumet"	NA	NA	NA
"ICUS0855"	"Jung"	"Hwa-Yol"	NA	NA	NA
"ICUS0856"	"Juskalian"	"George"	NA	NA	NA
"ICUS0857"	"Kabilsingh"	"Chatsumarn"	NA	NA	NA
"ICUS0858"	"Kac"	"Mark"	"B1914-08-03"	NA	NA
"ICUS0859"	"Kahn"	"Herman"	"B1922-02-15"	NA	NA
"ICUS0860"	"Kahneman"	"Daniel"	NA	NA	NA
"ICUS0861"	"Kakihana"	"Hidetaka"	NA	NA	NA
"ICUS0862"	"Kakonge"	"Edward"	NA	NA	NA
"ICUS0863"	"Kalansuriya"	"A. D. P."	NA	NA	NA
"ICUS0864"	"Kalaw"	"Eva Estrada"	NA	NA	NA
"ICUS0865"	"Kalda"	"Jaan"	NA	NA	NA
"ICUS0866"	"Kalupahana"	"David J."	NA	NA	NA
"ICUS0867"	"Kang"	"Kook Hee"	NA	NA	NA
"ICUS0868"	"Kang"	"Ouyang"	NA	NA	NA
"ICUS0869"	"Kang"	"Shin Pyo"	NA	NA	NA
"ICUS0870"	"Kang"	"Soo Won"	NA	NA	NA
"ICUS0871"	"Kang"	"Yung-Sun"	NA	NA	NA
"ICUS0872"	"Kanitscheider"	"Bernulf"	NA	NA	NA
"ICUS0873"	"Kano"	"Takayoshi"	NA	NA	NA
"ICUS0874"	"Kapitza"	"Sergeĭ Petrovich"	NA	NA	NA
"ICUS0875"	"Kaplan"	"Morton Abraham"	NA	NA	NA
"ICUS0876"	"Karefa-Smart"	"John Albert Musselman"	"B1915-06-17"	"B1915-06-17"	"B1915-06-17"
"ICUS0877"	"Karhan"	"Kemal"	NA	NA	NA
"ICUS0878"	"Karlson"	"Nils"	NA	NA	NA
"ICUS0879"	"Karlson"	"Peter"	NA	NA	NA
"ICUS0880"	"Kase"	"Hideaki"	NA	NA	NA
"ICUS0881"	"Kaspar"	"Robert"	NA	NA	NA
"ICUS0882"	"Kasper"	"Wolfgang E."	NA	NA	NA
"ICUS0883"	"Kassas"	"Mohamed"	NA	NA	NA
"ICUS0884"	"Kastler"	"Alfred"	"B1902-05-03"	NA	NA
"ICUS0885"	"Katanani"	"Ahmad K."	NA	NA	NA
"ICUS0886"	"Kato"	"Hidetoshi"	NA	NA	NA
"ICUS0887"	"Kato"	"Hiroo"	NA	NA	NA
"ICUS0888"	"Kato"	"Peter Eiichi"	NA	NA	NA
"ICUS0889"	"Kato"	"Shigeru"	NA	NA	NA
"ICUS0890"	"Katsenelinboigen"	"Aron J."	NA	NA	NA
"ICUS0891"	"Katz"	"Amrom Harry"	NA	NA	NA
"ICUS0892"	"Kau"	"Michael Ying-mao"	NA	NA	NA
"ICUS0893"	"Kaufmann"	"Frank"	NA	NA	NA
"ICUS0894"	"Kaufmann"	"Walter Arnold"	NA	NA	NA
"ICUS0895"	"Kawakita"	"Jiro"	NA	NA	NA
"ICUS0896"	"Keady"	"Richard E."	NA	NA	NA
"ICUS0897"	"Keddie"	"Nikki Ragozin"	NA	NA	NA
"ICUS0898"	"Keepin"	"William North"	NA	NA	NA
"ICUS0899"	"Kegley"	"Charles William"	NA	NA	NA
"ICUS0900"	"Kegley"	"Jacquelyn Ann K."	NA	NA	NA
"ICUS0901"	"Kielstein"	"Rita"	NA	NA	NA
"ICUS0902"	"Kellehear"	"Allan"	NA	NA	NA
"ICUS0903"	"Kellogg"	"William Welch"	NA	NA	NA
"ICUS0904"	"Kelsay"	"John"	NA	NA	NA
"ICUS0905"	"Kenner"	"Daniel"	NA	NA	NA
"ICUS0906"	"Kennet"	"Wayland Hilton Young"	"B1923-08-02"	"B1923-08-02"	"B1923-08-02"
"ICUS0907"	"Kenney"	"Martin"	NA	NA	NA
"ICUS0908"	"Kerber"	"Walter"	"B"	NA	NA
"ICUS0909"	"Kerr"	"Clark"	"B1911-05-17"	"B1911-05-17"	"B1911-05-17"
"ICUS0910"	"Keswani"	"Nandkumar Hemraj"	NA	NA	NA
"ICUS0911"	"Kety"	"Seymour Solomon"	"B1915-08-25"	"B1915-08-25"	"B1915-08-25"
"ICUS0912"	"Kewenig"	"Wilhelm A."	NA	NA	NA
"ICUS0913"	"Keys"	"Donald F."	NA	NA	NA
"ICUS0914"	"Khadduri"	"Majid"	"B1909-09-27"	"B1908-09-27"	NA
"ICUS0915"	"Khalaf"	"Samir G."	NA	NA	NA
"ICUS0916"	"Khalilzad"	"Zalmay"	NA	NA	NA
"ICUS0917"	"Khan"	"Jahangir"	NA	NA	NA
"ICUS0918"	"Khan"	"Mohammad Salar"	NA	NA	NA
"ICUS0919"	"Khattab"	"Abdelmoneim M."	NA	NA	NA
"ICUS0920"	"Khemani"	"L. T."	NA	NA	NA
"ICUS0921"	"Khuri"	"Nicola H."	NA	NA	NA
"ICUS0922"	"Kibarian"	"Barkev"	NA	NA	NA
"ICUS0923"	"Kielmansegg"	"Peter Graf"	NA	NA	NA
"ICUS0924"	"Kihara"	"Hiroji"	NA	NA	NA
"ICUS0925"	"Kikutake"	"Kiyonori"	"B1928-04-01"	"B1928-04-01"	"B1928-04-01"
"ICUS0926"	"Killingbeck"	"Christopher"	NA	NA	NA
"ICUS0927"	"Kilpatrick"	"William Kirk"	NA	NA	NA
"ICUS0928"	"Kim"	"C. H."	NA	NA	NA
"ICUS0929"	"Kim"	"Choon-Sup"	NA	NA	NA
"ICUS0930"	"Kim"	"Eun-Woo"	NA	NA	NA
"ICUS0931"	"Kim"	"Ilpyong John"	NA	NA	NA
"ICUS0932"	"Kim"	"Jin-Choon"	NA	NA	NA
"ICUS0933"	"Kim"	"Jong-Chol"	NA	NA	NA
"ICUS0934"	"Kim"	"Kae-Hwan"	NA	NA	NA
"ICUS0935"	"Kim"	"T."	NA	NA	NA
"ICUS0936"	"Kim"	"Tae-Chang"	NA	NA	NA
"ICUS0937"	"Kim"	"Tae-Soo"	NA	NA	NA
"ICUS0938"	"Kim"	"Ung-Soo"	NA	NA	NA
"ICUS0939"	"Kim"	"William S."	NA	NA	NA
"ICUS0940"	"Kim"	"Yersu"	NA	NA	NA
"ICUS0941"	"Kim"	"Yong-Un"	NA	NA	NA
"ICUS0942"	"Kim"	"Yong-Suk"	NA	NA	NA
"ICUS0943"	"Kim"	"Young Oon"	NA	NA	NA
"ICUS0944"	"Kim"	"Young-Suh"	NA	NA	NA
"ICUS0945"	"Kim"	"Yung-Kwan"	NA	NA	NA
"ICUS0946"	"Kimura"	"Motoo"	"B1924-11-13"	"B1924-11-13"	NA
"ICUS0947"	"King"	"Alexander"	NA	NA	NA
"ICUS0948"	"King"	"Ursula"	NA	NA	NA
"ICUS0949"	"King-Farlow"	"John"	NA	NA	NA
"ICUS0950"	"Kingsep"	"Aleksandr Sergeevič"	NA	NA	NA
"ICUS0951"	"Kinsella"	"Norman Stephan"	NA	NA	NA
"ICUS0952"	"Kit"	"Wong Kiew"	NA	NA	NA
"ICUS0953"	"Kitagawa"	"Toshio"	NA	NA	NA
"ICUS0954"	"Kittrie"	"Nicholas Nehemiah"	NA	NA	NA
"ICUS0955"	"Klavins"	"Janis Viliberts"	NA	NA	NA
"ICUS0956"	"Klein"	"Sidney"	NA	NA	NA
"ICUS0957"	"Kliever"	"Lonnie D."	NA	NA	NA
"ICUS0958"	"Kline"	"George Louis"	NA	NA	NA
"ICUS0959"	"Knappert"	"Jan"	NA	NA	NA
"ICUS0960"	"Knight"	"Christopher Denis"	NA	NA	NA
"ICUS0961"	"Knilli"	"Friedrich"	NA	NA	NA
"ICUS0962"	"Kochen"	"Manfred"	NA	NA	NA
"ICUS0963"	"Koentjaraningrat"	""	NA	NA	NA
"ICUS0964"	"Koertge"	"Noretta"	NA	NA	NA
"ICUS0965"	"Koestler"	"Arthur"	"B1905-09-05"	NA	NA
"ICUS0966"	"Koford"	"Kenneth J."	NA	NA	NA
"ICUS0967"	"Koh"	"Byung-Hee"	NA	NA	NA
"ICUS0968"	"Koh"	"Han-Shil"	NA	NA	NA
"ICUS0969"	"Kohlberg"	"Lawrence"	NA	NA	NA
"ICUS0970"	"Kohn"	"Walter"	"B1923-03-09"	"B1923-03-09"	"B1923-03-09"
"ICUS0971"	"Komaki"	"Hisatoki"	NA	NA	NA
"ICUS0972"	"Komatsu"	"Sakyo"	NA	NA	NA
"ICUS0973"	"Kondepudi"	"Dilip K."	NA	NA	NA
"ICUS0974"	"Kondo"	"Jiro"	NA	NA	"B1917-01-23"
"ICUS0975"	"Kono"	"Shigemi"	NA	NA	NA
"ICUS0976"	"Koo"	"Bon-Ho"	NA	NA	NA
"ICUS0977"	"Kooy"	"Gerrit Andries"	NA	NA	NA
"ICUS0978"	"Korneev"	"Aleksandr"	NA	NA	NA
"ICUS0979"	"Koussanellos"	"Georges"	NA	NA	NA
"ICUS0980"	"Kozhamthadam"	"Job"	NA	NA	NA
"ICUS0981"	"Kozintsev"	"Aleksandr Grigor'evich"	NA	NA	NA
"ICUS0982"	"Kozma"	"Tamás"	NA	NA	NA
"ICUS0983"	"Krantz"	"Kermit E."	NA	NA	NA
"ICUS0984"	"Kraus"	"Eric Bradshaw"	NA	NA	NA
"ICUS0985"	"Kraus"	"Willy"	NA	NA	NA
"ICUS0986"	"Krebs"	"Hans Adolf"	"B1900-08-25"	NA	NA
"ICUS0987"	"Kreilkamp"	"Karl"	NA	NA	NA
"ICUS0988"	"Krippner"	"Stanley"	NA	NA	NA
"ICUS0989"	"Krishna"	"Padmanabahn"	NA	NA	NA
"ICUS0990"	"Krislov"	"Samuel"	NA	NA	NA
"ICUS0991"	"Krivatsy"	"Adam"	NA	NA	NA
"ICUS0992"	"Krivit"	"William"	NA	NA	NA
"ICUS0993"	"Kryspin"	"Jan"	NA	NA	NA
"ICUS0994"	"Kubler-Ross"	"Elisabeth"	NA	NA	NA
"ICUS0995"	"Kubota"	"Nobuyuki"	NA	NA	NA
"ICUS0996"	"Kuczynski"	"Janusz"	NA	NA	NA
"ICUS0997"	"Kuehnelt-Leddihn"	"Erik"	NA	NA	NA
"ICUS0998"	"Kuhse"	"Helga"	NA	NA	NA
"ICUS0999"	"Kuiper"	"Thomas B. H."	NA	NA	NA
"ICUS1000"	"Kukathas"	"Chandran"	NA	NA	NA
"ICUS1001"	"Kullenberg"	"Gunnar"	NA	NA	NA
"ICUS1002"	"Kumagai"	"Akiko"	NA	NA	NA
"ICUS1003"	"Kumar"	"Krishan"	NA	NA	NA
"ICUS1004"	"Kumar"	"Kusum"	NA	NA	NA
"ICUS1005"	"Kumon"	"Shumpei"	NA	NA	NA
"ICUS1006"	"Kunckel"	"Dietrich"	NA	NA	NA
"ICUS1007"	"Kuo"	"Wei-Fan"	NA	"B1937-09-03"	"B1937-09-03"
"ICUS1008"	"Kuratani"	"Yoshiro"	NA	NA	NA
"ICUS1009"	"Kurebayashi"	"Shigeo"	NA	NA	NA
"ICUS1010"	"Puri"	"Kailash"	NA	NA	NA
"ICUS1011"	"Kuroda"	"Toshio"	NA	NA	NA
"ICUS1012"	"Kursunoglu"	"Behram"	NA	NA	NA
"ICUS1013"	"Kurti"	"Nicholas"	"B1908-05-14"	"B1908-05-14"	"B1908-05-14"
"ICUS1014"	"Kurtz"	"Paul Winter"	NA	NA	NA
"ICUS1015"	"Kurtzman"	"Joel"	NA	NA	NA
"ICUS1016"	"Kuru"	"Assefa"	NA	NA	NA
"ICUS1017"	"Kuypers"	"Karel"	NA	NA	NA
"ICUS1018"	"Kuznets"	"Paul Wolf"	NA	NA	NA
"ICUS1019"	"Setreng"	"Sigmund Kvaløy"	NA	NA	NA
"ICUS1020"	"Kwak"	"Chŏng-hwan"	NA	NA	NA
"ICUS1021"	"La Drière"	"James Craig"	NA	NA	NA
"ICUS1022"	"Latorre"	"Victor"	NA	NA	NA
"ICUS1023"	"Labor"	"Adonis F."	NA	NA	NA
"ICUS1024"	"Lacis"	"Andrew Andrejs"	NA	NA	NA
"ICUS1025"	"Lagmay"	"Alfredo Villagracia"	NA	NA	NA
"ICUS1026"	"Lagmay"	"Leticia Amante"	NA	NA	NA
"ICUS1027"	"Lakusta"	"Alexis"	NA	NA	NA
"ICUS1028"	"Lal"	"Devendra"	NA	"B1929-02-14"	"B1929-02-14"
"ICUS1029"	"Lamb"	"George G."	NA	NA	NA
"ICUS1030"	"Lamb"	"Willis Eugene"	"B1913-07-12"	"B1913-07-12"	"B1913-07-12"
"ICUS1031"	"Lamberton"	"Donald McLean"	NA	NA	NA
"ICUS1032"	"Lambo"	"Thomas Adeoye"	"B1923-03-29"	"B1923-03-29"	"B1923-03-29"
"ICUS1033"	"Lancaster"	"Chesley Stevens"	NA	NA	NA
"ICUS1034"	"Lancaster"	"Jane Beckman"	NA	NA	NA
"ICUS1035"	"Landsberg"	"Helmut Erich"	NA	NA	NA
"ICUS1036"	"Lane"	"Dermot Anthony"	NA	NA	NA
"ICUS1037"	"Lasswell"	"Harold Dwight"	"B1902-02-13"	NA	NA
"ICUS1038"	"Laszlo"	"Ervin"	NA	NA	NA
"ICUS1039"	"Latarjet"	"Raymond"	NA	NA	"B1911-10-17"
"ICUS1040"	"Lau"	"Cheryl"	NA	NA	NA
"ICUS1041"	"Laurikainen"	"Kalervo Vihtori"	NA	NA	NA
"ICUS1042"	"Lawson"	"Robert Frederic"	NA	NA	NA
"ICUS1043"	"Leaker"	"Dudley Roberts"	NA	NA	NA
"ICUS1044"	"Leary"	"Rolfe A."	NA	NA	NA
"ICUS1045"	"Leavitt"	"Michael R."	NA	NA	NA
"ICUS1046"	"Lecourt"	"Edith"	NA	NA	NA
"ICUS1047"	"Lee"	"Bae-Ham"	NA	NA	NA
"ICUS1048"	"Lee"	"Dwight Ryndle"	NA	NA	NA
"ICUS1049"	"Lee"	"Hang-Nyong"	NA	NA	NA
"ICUS1050"	"Lee"	"Ho-Wang"	NA	NA	NA
"ICUS1051"	"Lee"	"Hyun-Bok"	NA	NA	NA
"ICUS1053"	"Lee"	"Kun-Sik"	NA	NA	NA
"ICUS1054"	"Lee"	"Myung-Sik"	NA	NA	NA
"ICUS1055"	"Lee"	"Nam-Pyo"	NA	NA	NA
"ICUS1056"	"Lee"	"Sang-Hun"	NA	NA	NA
"ICUS1057"	"Lee"	"Sanghwe"	NA	NA	NA
"ICUS1058"	"Lee"	"Se-Yeong"	NA	NA	NA
"ICUS1059"	"Lee"	"Terence"	NA	NA	NA
"ICUS1060"	"Lefebvre"	"Roland"	NA	NA	NA
"ICUS1061"	"Maier-Leibnitz"	"Heinz"	NA	NA	NA
"ICUS1062"	"Leibowitz"	"Yeshayahu"	NA	NA	NA
"ICUS1063"	"Leighton"	"Gerald S."	NA	NA	NA
"ICUS1064"	"Leinfellner"	"Werner"	NA	NA	NA
"ICUS1065"	"Lejins"	"Peter Pierre"	NA	NA	NA
"ICUS1066"	"Lekkas"	"Demetrios"	NA	NA	NA
"ICUS1067"	"LeMarier"	"Jean-Guy"	NA	NA	NA
"ICUS1068"	"Lemma"	"Aklilu"	NA	NA	NA
"ICUS1069"	"Lenel"	"Hans Otto"	NA	NA	NA
"ICUS1070"	"Leonard"	"Peter James Toivo"	NA	NA	NA
"ICUS1071"	"Leontief"	"Wassily W."	"B1906-08-05"	"B1906-08-05"	"B1906-08-05"
"ICUS1072"	"Lepage"	"Henri"	NA	NA	NA
"ICUS1073"	"Le Pair"	"Cornelius"	NA	NA	NA
"ICUS1074"	"Lerède"	"Jean"	NA	NA	NA
"ICUS1075"	"Lerman"	"Abraham"	NA	NA	NA
"ICUS1076"	"Lerner"	"Abba Ptachya"	NA	NA	NA
"ICUS1077"	"Lerner"	"Daniel"	NA	NA	NA
"ICUS1078"	"Leube"	"Kurt Rudolph"	NA	NA	NA
"ICUS1079"	"Levinson"	"Paul"	NA	NA	NA
"ICUS1080"	"Levy"	"Jerre"	NA	NA	NA
"ICUS1081"	"Lewis"	"Hywel David"	NA	NA	NA
"ICUS1082"	"Lewis"	"John Simpson"	NA	NA	NA
"ICUS1083"	"Lewis"	"Sarah M."	NA	NA	NA
"ICUS1084"	"Lewis"	"Wilfrid Bennett"	"B1908-06-24"	"B1908-06-24"	NA
"ICUS1085"	"Lewis"	"Walter David"	NA	NA	NA
"ICUS1086"	"Lewis"	"Warren"	NA	NA	NA
"ICUS1087"	"Li"	"Debao"	NA	NA	NA
"ICUS1088"	"Li"	"Zu-Pei"	NA	NA	NA
"ICUS1089"	"Libby"	"Willard Frank"	"B1908-12-17"	NA	NA
"ICUS1090"	"Libet"	"Benjamin"	NA	NA	NA
"ICUS1091"	"Lieb"	"Irwin C."	NA	NA	NA
"ICUS1092"	"Lievegoed"	"Bernardus Cornelis Johannes"	NA	NA	NA
"ICUS1093"	"Lim"	"Ungkyu"	NA	NA	NA
"ICUS1094"	"Lim"	"Yong-Kyu"	NA	NA	NA
"ICUS1095"	"Lin"	"David K."	NA	NA	NA
"ICUS1096"	"Lincoln"	"Charles Eric"	NA	NA	NA
"ICUS1097"	"Lind"	"Niels Christian"	NA	NA	NA
"ICUS1098"	"Linstone"	"Harold Adrian"	NA	NA	NA
"ICUS1099"	"Lipuma"	"Edward"	NA	NA	NA
"ICUS1100"	"Lishman"	"Gordon"	NA	NA	NA
"ICUS1101"	"Liu"	"Dachun"	NA	NA	NA
"ICUS1102"	"Liu"	"Shu-hsien"	NA	NA	NA
"ICUS1103"	"Liu"	"Shu-Zheng"	NA	NA	NA
"ICUS1104"	"Liu"	"Taiying"	NA	NA	NA
"ICUS1105"	"Lobanov"	"Aleksei Ivanovich"	NA	NA	NA
"ICUS1106"	"Lodge"	"George T."	NA	NA	NA
"ICUS1107"	"Lohmöller"	"Jan-Bernd"	NA	NA	NA
"ICUS1108"	"Lombardi"	"John Vincent"	NA	NA	NA
"ICUS1109"	"Long"	"Eugene Thomas"	NA	NA	NA
"ICUS1110"	"Long"	"Franklin Asbury"	"B1910-07-27"	"B1910-07-27"	NA
"ICUS1111"	"Lopata"	"Helena Znaniecki"	NA	NA	NA
"ICUS1112"	"Lopez"	"Salvador P."	"B1911-05-27"	"B1911-05-27"	NA
"ICUS1113"	"Lopez-Mendoza"	"Diana"	NA	NA	NA
"ICUS1114"	"Lorimer"	"David"	NA	NA	NA
"ICUS1115"	"Lottieri"	"Carlo"	NA	NA	NA
"ICUS1116"	"Lovell"	"John Philip"	NA	NA	NA
"ICUS1117"	"Lowenhard"	"Percy"	NA	NA	NA
"ICUS1118"	"Lu"	"Yingzhong"	NA	NA	NA
"ICUS1119"	"Lucas"	"Adetokunbo O."	NA	NA	NA
"ICUS1120"	"Luchins"	"Abraham Samuel"	NA	NA	NA
"ICUS1121"	"Luckey"	"Thomas Donnell"	NA	NA	NA
"ICUS1122"	"Ludwig"	"Harvey F."	NA	NA	NA
"ICUS1123"	"Lungu"	"Gatian F."	NA	NA	NA
"ICUS1124"	"Luria"	"Salvador Edward"	"B1912-08-13"	"B1912-08-13"	NA
"ICUS1125"	"Luria"	"Zella Hurwitz"	NA	NA	NA
"ICUS1126"	"Lustig"	"Harry"	NA	NA	NA
"ICUS1127"	"Benegas Lynch Jr."	"Alberto"	NA	NA	NA
"ICUS1128"	"Lyttleton"	"Raymond Arthur"	NA	"B1911-05-07"	NA
"ICUS1129"	"Maccabee"	"Bruce"	NA	NA	NA
"ICUS1130"	"Maceda"	"José Monserrat"	NA	NA	NA
"ICUS1131"	"MacGregor"	"Geddes"	NA	NA	NA
"ICUS1132"	"Machol"	"Robert Engel"	NA	NA	NA
"ICUS1133"	"Mackay"	"William"	NA	NA	NA
"ICUS1134"	"Mackendrick"	"Paul Lachlan"	NA	NA	NA
"ICUS1135"	"MacKinnon"	"John Ramsay"	NA	NA	NA
"ICUS1136"	"MacKinnon"	"Kathy"	NA	NA	NA
"ICUS1137"	"MacVicar"	"Robert William"	NA	NA	NA
"ICUS1138"	"Madden"	"Carl Halford"	NA	NA	NA
"ICUS1139"	"Maddox"	"John Royden"	NA	NA	NA
"ICUS1140"	"Madigan"	"Francis C."	NA	NA	NA
"ICUS1141"	"Madsen"	"Kristen Bent"	NA	NA	NA
"ICUS1142"	"Madsen"	"Truman Grant"	NA	NA	NA
"ICUS1143"	"Maffesoli"	"Michel"	NA	NA	NA
"ICUS1144"	"Mahapatra"	"Lakshman Kumar"	NA	NA	NA
"ICUS1145"	"Maille"	"Francois"	NA	NA	NA
"ICUS1146"	"Makarov"	"Mikhail L."	NA	NA	NA
"ICUS1147"	"Makkai"	"Adam"	NA	NA	NA
"ICUS1148"	"Malherbe"	"Ernst Gideon"	"B1895-11-08"	NA	NA
"ICUS1149"	"Malik"	"Charles Habib"	"B1906-02-11"	"B1906-02-11"	NA
"ICUS1150"	"Malik"	"Fazley Bary‏"	NA	NA	NA
"ICUS1151"	"Manandhar"	"Debendra"	NA	NA	NA
"ICUS1152"	"Mann"	"Ady"	NA	NA	NA
"ICUS1153"	"Manners"	"Robert Alan"	NA	NA	NA
"ICUS1154"	"Marc"	"Alexandre"	NA	NA	NA
"ICUS1155"	"Marchetti"	"Cesare"	NA	NA	NA
"ICUS1156"	"Marciano"	"Teresa D."	NA	NA	NA
"ICUS1157"	"Mardin"	"Serif"	NA	NA	NA
"ICUS1158"	"Margenau"	"Henry"	NA	NA	NA
"ICUS1159"	"Marinov"	"Uri"	NA	NA	NA
"ICUS1160"	"Markley"	"Oliver Wendell"	NA	NA	NA
"ICUS1161"	"Marney"	"Milton C."	NA	NA	NA
"ICUS1162"	"Marrett"	"Christine"	NA	NA	NA
"ICUS1163"	"Marshall"	"Inku"	NA	NA	NA
"ICUS1164"	"Martelanc"	"Tomo"	NA	NA	NA
"ICUS1165"	"Martin"	"Archer John Porter"	"B1910-03-01"	"B1910-03-01"	"B1910-03-01"
"ICUS1166"	"Martin"	"David Alfred"	NA	NA	NA
"ICUS1167"	"Martin"	"Esmond Bradley"	NA	NA	NA
"ICUS1168"	"Martinez"	"Gerardo"	NA	NA	NA
"ICUS1169"	"Maruani"	"Jean"	NA	NA	NA
"ICUS1170"	"Maruyama"	"Magoroh"	NA	NA	NA
"ICUS1171"	"Marx"	"George"	NA	NA	NA
"ICUS1172"	"Masaki"	"Akira"	NA	NA	NA
"ICUS1173"	"Masatsugu"	"Mitsuyuki"	NA	NA	NA
"ICUS1174"	"Mascall"	"Eric Lionel"	NA	"B1905-12-12"	NA
"ICUS1175"	"Masini"	"Giancarlo"	NA	NA	NA
"ICUS1176"	"Masmoudi"	"Mustapha"	NA	NA	NA
"ICUS1177"	"Matson"	"Floyd W."	NA	NA	NA
"ICUS1178"	"Matsunaga"	"Daigan Lee"	NA	NA	NA
"ICUS1179"	"Matsushita"	"Masatoshi"	NA	NA	NA
"ICUS1180"	"Matthias"	"Bernd T."	"B1918-06-08"	NA	NA
"ICUS1181"	"Matczak"	"Sebastian Alexander"	NA	NA	NA
"ICUS1182"	"Mavrodes"	"George I."	NA	NA	NA
"ICUS1183"	"Maxey"	"Margaret N."	NA	NA	NA
"ICUS1184"	"Maxwell"	"Grover"	NA	NA	NA
"ICUS1185"	"May"	"Sidney"	NA	NA	NA
"ICUS1186"	"Mayer"	"Jacob Peter"	NA	NA	NA
"ICUS1187"	"Mayntz"	"Renate"	NA	NA	NA
"ICUS1188"	"Mayo"	"Louis Harkey"	NA	NA	NA
"ICUS1189"	"Maziarz"	"Edward Anthony"	NA	NA	NA
"ICUS1190"	"Mazrui"	"Ali Al'Amin"	"B1933-02-24"	"B1933-02-24"	"B1933-02-24"
"ICUS1191"	"Mbiti"	"John Samuel"	NA	NA	NA
"ICUS1192"	"McCarthy"	"Vincent A"	NA	NA	NA
"ICUS1193"	"McCool"	"Gerald A."	NA	NA	NA
"ICUS1194"	"McFarland"	"Horace Neill"	NA	NA	NA
"ICUS1195"	"McForan"	"Desmond"	NA	NA	NA
"ICUS1196"	"McGeer"	"Patrick Lucey"	NA	NA	NA
"ICUS1197"	"McGuinness"	"Diane"	NA	NA	NA
"ICUS1198"	"McLuhan"	"Herbert Marshall"	"B1911-07-21"	NA	NA
"ICUS1199"	"McMichael"	"John"	"B1904-07-25"	"B1904-07-25"	NA
